Subsidiary,Month,Year,Ridership
Batavia Bus Service,3,2009,5820
Batavia Bus Service,4,2009,5812
Batavia Bus Service,5,2009,5146
Batavia Bus Service,6,2009,4348
Batavia Bus Service,7,2009,3986
Batavia Bus Service,8,2009,4109
Batavia Bus Service,9,2009,5765
Batavia Bus Service,10,2009,6201
Batavia Bus Service,11,2009,5454
Batavia Bus Service,12,2009,5435
Batavia Bus Service,1,2010,4913
Batavia Bus Service,2,2010,5696
Batavia Bus Service,3,2010,6262
Batavia Bus Service,4,2010,5957
Batavia Bus Service,5,2010,5186
Batavia Bus Service,6,2010,4400
Batavia Bus Service,7,2010,3889
Batavia Bus Service,8,2010,4300
Batavia Bus Service,9,2010,5467
Batavia Bus Service,10,2010,5508
Batavia Bus Service,11,2010,5384
Batavia Bus Service,12,2010,5215
Batavia Bus Service,1,2011,5528
Batavia Bus Service,2,2011,5677
Batavia Bus Service,3,2011,6737
Batavia Bus Service,4,2011,5632
Batavia Bus Service,5,2011,5345
Batavia Bus Service,6,2011,4493
Batavia Bus Service,7,2011,3999
Batavia Bus Service,8,2011,4914
Batavia Bus Service,9,2011,6209
Batavia Bus Service,10,2011,5965
Batavia Bus Service,11,2011,5908
Batavia Bus Service,12,2011,5209
Batavia Bus Service,1,2012,5703
Batavia Bus Service,2,2012,6392
Batavia Bus Service,3,2012,6108
Batavia Bus Service,4,2012,5822
Batavia Bus Service,5,2012,5086
Batavia Bus Service,6,2012,3473
Batavia Bus Service,7,2012,3060
Batavia Bus Service,8,2012,4133
Batavia Bus Service,9,2012,5429
Batavia Bus Service,10,2012,6457
Batavia Bus Service,11,2012,5844
Batavia Bus Service,12,2012,4398
Batavia Bus Service,1,2013,5183
Batavia Bus Service,2,2013,5648
Batavia Bus Service,3,2013,5420
Livingston Area Transportation Service,4,2006,23293
Livingston Area Transportation Service,5,2006,16319
Livingston Area Transportation Service,6,2006,11486
Livingston Area Transportation Service,7,2006,10928
Livingston Area Transportation Service,8,2006,13506
Livingston Area Transportation Service,9,2006,23971
Livingston Area Transportation Service,10,2006,23572
Livingston Area Transportation Service,11,2006,21844
Livingston Area Transportation Service,12,2006,20707
Livingston Area Transportation Service,1,2007,21429
Livingston Area Transportation Service,2,2007,26198
Livingston Area Transportation Service,3,2007,22658
Livingston Area Transportation Service,4,2007,26812
Livingston Area Transportation Service,5,2007,15749
Livingston Area Transportation Service,6,2007,10171
Livingston Area Transportation Service,7,2007,10556
Livingston Area Transportation Service,8,2007,15624
Livingston Area Transportation Service,9,2007,26231
Livingston Area Transportation Service,10,2007,27973
Livingston Area Transportation Service,11,2007,26033
Livingston Area Transportation Service,12,2007,18789
Livingston Area Transportation Service,1,2008,20275
Livingston Area Transportation Service,2,2008,31079
Livingston Area Transportation Service,3,2008,22648
Livingston Area Transportation Service,4,2008,32638
Livingston Area Transportation Service,5,2008,20730
Livingston Area Transportation Service,6,2008,10188
Livingston Area Transportation Service,7,2008,11356
Livingston Area Transportation Service,8,2008,16830
Livingston Area Transportation Service,9,2008,31057
Livingston Area Transportation Service,10,2008,30536
Livingston Area Transportation Service,11,2008,27777
Livingston Area Transportation Service,12,2008,19987
Livingston Area Transportation Service,1,2009,26116
Livingston Area Transportation Service,2,2009,33792
Livingston Area Transportation Service,3,2009,22863
Livingston Area Transportation Service,4,2009,30260
Livingston Area Transportation Service,5,2009,23072
Livingston Area Transportation Service,6,2009,10988
Livingston Area Transportation Service,7,2009,11877
Livingston Area Transportation Service,8,2009,12835
Livingston Area Transportation Service,9,2009,30600
Livingston Area Transportation Service,10,2009,30776
Livingston Area Transportation Service,11,2009,25237
Livingston Area Transportation Service,12,2009,24097
Livingston Area Transportation Service,1,2010,19006
Livingston Area Transportation Service,2,2010,28058
Livingston Area Transportation Service,3,2010,22854
Livingston Area Transportation Service,4,2010,28114
Livingston Area Transportation Service,5,2010,17571
Livingston Area Transportation Service,6,2010,10542
Livingston Area Transportation Service,7,2010,10739
Livingston Area Transportation Service,8,2010,13119
Livingston Area Transportation Service,9,2010,25571
Livingston Area Transportation Service,10,2010,25945
Livingston Area Transportation Service,11,2010,21728
Livingston Area Transportation Service,12,2010,22274
Livingston Area Transportation Service,1,2011,19430
Livingston Area Transportation Service,2,2011,26561
Livingston Area Transportation Service,3,2011,23840
Livingston Area Transportation Service,4,2011,28489
Livingston Area Transportation Service,5,2011,17016
Livingston Area Transportation Service,6,2011,11138
Livingston Area Transportation Service,7,2011,10527
Livingston Area Transportation Service,8,2011,14190
Livingston Area Transportation Service,9,2011,26075
Livingston Area Transportation Service,10,2011,24844
Livingston Area Transportation Service,11,2011,23572
Livingston Area Transportation Service,12,2011,21196
Livingston Area Transportation Service,1,2012,19700
Livingston Area Transportation Service,2,2012,26695
Livingston Area Transportation Service,3,2012,22520
Livingston Area Transportation Service,4,2012,25392
Livingston Area Transportation Service,5,2012,16562
Livingston Area Transportation Service,6,2012,10483
Livingston Area Transportation Service,7,2012,10908
Livingston Area Transportation Service,8,2012,14774
Livingston Area Transportation Service,9,2012,25350
Livingston Area Transportation Service,10,2012,25393
Livingston Area Transportation Service,11,2012,23761
Livingston Area Transportation Service,12,2012,17440
Livingston Area Transportation Service,1,2013,17497
Livingston Area Transportation Service,2,2013,25227
Livingston Area Transportation Service,3,2013,18445
Orleans Transit Service,4,2006,2054
Orleans Transit Service,5,2006,36780
Orleans Transit Service,6,2006,2055
Orleans Transit Service,7,2006,1854
Orleans Transit Service,8,2006,2396
Orleans Transit Service,9,2006,5669
Orleans Transit Service,10,2006,5713
Orleans Transit Service,11,2006,5369
Orleans Transit Service,12,2006,4471
Orleans Transit Service,1,2007,4177
Orleans Transit Service,2,2007,6695
Orleans Transit Service,3,2007,6401
Orleans Transit Service,4,2007,6642
Orleans Transit Service,5,2007,31263
Orleans Transit Service,6,2007,2741
Orleans Transit Service,7,2007,2366
Orleans Transit Service,8,2007,3373
Orleans Transit Service,9,2007,6124
Orleans Transit Service,10,2007,6663
Orleans Transit Service,11,2007,6100
Orleans Transit Service,12,2007,4461
Orleans Transit Service,1,2008,3387
Orleans Transit Service,2,2008,8063
Orleans Transit Service,3,2008,6225
Orleans Transit Service,4,2008,7117
Orleans Transit Service,5,2008,4368
Orleans Transit Service,6,2008,2242
Orleans Transit Service,7,2008,2233
Orleans Transit Service,8,2008,3564
Orleans Transit Service,9,2008,7652
Orleans Transit Service,10,2008,7081
Orleans Transit Service,11,2008,5375
Orleans Transit Service,12,2008,3938
Orleans Transit Service,1,2009,3585
Orleans Transit Service,2,2009,6702
Orleans Transit Service,3,2009,5557
Orleans Transit Service,4,2009,6759
Orleans Transit Service,5,2009,5110
Orleans Transit Service,6,2009,2163
Orleans Transit Service,7,2009,2405
Orleans Transit Service,8,2009,3226
Orleans Transit Service,9,2009,8074
Orleans Transit Service,10,2009,8287
Orleans Transit Service,11,2009,7234
Orleans Transit Service,12,2009,6343
Orleans Transit Service,1,2010,3892
Orleans Transit Service,2,2010,7346
Orleans Transit Service,3,2010,7267
Orleans Transit Service,4,2010,8837
Orleans Transit Service,5,2010,5038
Orleans Transit Service,6,2010,2500
Orleans Transit Service,7,2010,2632
Orleans Transit Service,8,2010,3261
Orleans Transit Service,9,2010,9526
Orleans Transit Service,10,2010,8137
Orleans Transit Service,11,2010,7557
Orleans Transit Service,12,2010,6542
Orleans Transit Service,1,2011,5093
Orleans Transit Service,2,2011,9279
Orleans Transit Service,3,2011,8060
Orleans Transit Service,4,2011,9803
Orleans Transit Service,5,2011,6276
Orleans Transit Service,6,2011,3102
Orleans Transit Service,7,2011,2745
Orleans Transit Service,8,2011,3230
Orleans Transit Service,9,2011,2972
Orleans Transit Service,10,2011,3040
Orleans Transit Service,11,2011,2879
Orleans Transit Service,12,2011,2779
Orleans Transit Service,1,2012,2824
Orleans Transit Service,2,2012,2931
Orleans Transit Service,3,2012,3124
Orleans Transit Service,4,2012,2784
Orleans Transit Service,5,2012,2799
Orleans Transit Service,6,2012,2754
Orleans Transit Service,7,2012,2909
Orleans Transit Service,8,2012,3116
Orleans Transit Service,9,2012,2588
Orleans Transit Service,10,2012,3130
Orleans Transit Service,11,2012,2961
Orleans Transit Service,12,2012,2871
Orleans Transit Service,1,2013,3100
Orleans Transit Service,2,2013,2978
Orleans Transit Service,3,2013,3289
Seneca Transit Service,4,2006,3159
Seneca Transit Service,5,2006,3271
Seneca Transit Service,6,2006,3283
Seneca Transit Service,7,2006,2839
Seneca Transit Service,8,2006,3172
Seneca Transit Service,9,2006,2827
Seneca Transit Service,10,2006,3110
Seneca Transit Service,11,2006,3175
Seneca Transit Service,12,2006,2824
Seneca Transit Service,1,2007,2947
Seneca Transit Service,2,2007,2602
Seneca Transit Service,3,2007,3317
Seneca Transit Service,4,2007,3316
Seneca Transit Service,5,2007,3534
Seneca Transit Service,6,2007,3475
Seneca Transit Service,7,2007,3545
Seneca Transit Service,8,2007,3716
Seneca Transit Service,9,2007,3133
Seneca Transit Service,10,2007,3770
Seneca Transit Service,11,2007,3586
Seneca Transit Service,12,2007,3419
Seneca Transit Service,1,2008,4919
Seneca Transit Service,2,2008,4866
Seneca Transit Service,3,2008,5062
Seneca Transit Service,4,2008,5343
Seneca Transit Service,5,2008,4861
Seneca Transit Service,6,2008,5461
Seneca Transit Service,7,2008,5983
Seneca Transit Service,8,2008,5944
Seneca Transit Service,9,2008,5366
Seneca Transit Service,10,2008,6693
Seneca Transit Service,11,2008,4442
Seneca Transit Service,12,2008,5105
Seneca Transit Service,1,2009,4717
Seneca Transit Service,2,2009,5193
Seneca Transit Service,3,2009,5332
Seneca Transit Service,4,2009,5322
Seneca Transit Service,5,2009,4910
Seneca Transit Service,6,2009,5819
Seneca Transit Service,7,2009,6673
Seneca Transit Service,8,2009,7117
Seneca Transit Service,9,2009,7002
Seneca Transit Service,10,2009,7875
Seneca Transit Service,11,2009,5711
Seneca Transit Service,12,2009,6150
Seneca Transit Service,1,2010,5680
Seneca Transit Service,2,2010,5335
Seneca Transit Service,3,2010,7270
Seneca Transit Service,4,2010,5322
Seneca Transit Service,5,2010,4910
Seneca Transit Service,6,2010,5819
Seneca Transit Service,7,2010,6673
Seneca Transit Service,8,2010,7117
Seneca Transit Service,9,2010,7002
Seneca Transit Service,10,2010,7875
Seneca Transit Service,11,2010,5711
Seneca Transit Service,12,2010,6150
Seneca Transit Service,1,2011,5680
Seneca Transit Service,2,2011,5335
Seneca Transit Service,3,2011,7270
Seneca Transit Service,4,2011,7063
Seneca Transit Service,5,2011,7175
Seneca Transit Service,6,2011,7879
Seneca Transit Service,7,2011,7182
Seneca Transit Service,8,2011,8589
Seneca Transit Service,9,2011,7759
Seneca Transit Service,10,2011,8373
Seneca Transit Service,11,2011,7694
Seneca Transit Service,12,2011,6955
Seneca Transit Service,1,2012,6564
Seneca Transit Service,2,2012,5168
Seneca Transit Service,3,2012,7538
Seneca Transit Service,4,2012,8192
Seneca Transit Service,5,2012,8228
Seneca Transit Service,6,2012,6516
Seneca Transit Service,7,2012,6505
Seneca Transit Service,8,2012,7756
Seneca Transit Service,9,2012,6234
Seneca Transit Service,10,2012,7369
Seneca Transit Service,11,2012,7218
Seneca Transit Service,12,2012,6565
Seneca Transit Service,1,2013,7346
Seneca Transit Service,2,2013,6675
Seneca Transit Service,3,2013,7272
Wayne Area Transportation Service,4,2006,9970
Wayne Area Transportation Service,5,2006,11676
Wayne Area Transportation Service,6,2006,10941
Wayne Area Transportation Service,7,2006,9970
Wayne Area Transportation Service,8,2006,14219
Wayne Area Transportation Service,9,2006,13888
Wayne Area Transportation Service,10,2006,15541
Wayne Area Transportation Service,11,2006,10471
Wayne Area Transportation Service,12,2006,10053
Wayne Area Transportation Service,1,2007,10680
Wayne Area Transportation Service,2,2007,9047
Wayne Area Transportation Service,3,2007,10888
Wayne Area Transportation Service,4,2007,10668
Wayne Area Transportation Service,5,2007,13965
Wayne Area Transportation Service,6,2007,11557
Wayne Area Transportation Service,7,2007,12364
Wayne Area Transportation Service,8,2007,16121
Wayne Area Transportation Service,9,2007,15073
Wayne Area Transportation Service,10,2007,16373
Wayne Area Transportation Service,11,2007,11087
Wayne Area Transportation Service,12,2007,10101
Wayne Area Transportation Service,1,2008,11442
Wayne Area Transportation Service,2,2008,10805
Wayne Area Transportation Service,3,2008,11535
Wayne Area Transportation Service,4,2008,12705
Wayne Area Transportation Service,5,2008,12608
Wayne Area Transportation Service,6,2008,11883
Wayne Area Transportation Service,7,2008,13325
Wayne Area Transportation Service,8,2008,13754
Wayne Area Transportation Service,9,2008,18642
Wayne Area Transportation Service,10,2008,19364
Wayne Area Transportation Service,11,2008,10512
Wayne Area Transportation Service,12,2008,11955
Wayne Area Transportation Service,1,2009,10381
Wayne Area Transportation Service,2,2009,10227
Wayne Area Transportation Service,3,2009,11668
Wayne Area Transportation Service,4,2009,11542
Wayne Area Transportation Service,5,2009,11312
Wayne Area Transportation Service,6,2009,11538
Wayne Area Transportation Service,7,2009,12094
Wayne Area Transportation Service,8,2009,12677
Wayne Area Transportation Service,9,2009,19512
Wayne Area Transportation Service,10,2009,19457
Wayne Area Transportation Service,11,2009,10135
Wayne Area Transportation Service,12,2009,11146
Wayne Area Transportation Service,1,2010,10088
Wayne Area Transportation Service,2,2010,10163
Wayne Area Transportation Service,3,2010,12286
Wayne Area Transportation Service,4,2010,11622
Wayne Area Transportation Service,5,2010,10953
Wayne Area Transportation Service,6,2010,11222
Wayne Area Transportation Service,7,2010,11318
Wayne Area Transportation Service,8,2010,13714
Wayne Area Transportation Service,9,2010,16795
Wayne Area Transportation Service,10,2010,15004
Wayne Area Transportation Service,11,2010,10873
Wayne Area Transportation Service,12,2010,10729
Wayne Area Transportation Service,1,2011,10850
Wayne Area Transportation Service,2,2011,10355
Wayne Area Transportation Service,3,2011,12006
Wayne Area Transportation Service,4,2011,11257
Wayne Area Transportation Service,5,2011,11926
Wayne Area Transportation Service,6,2011,12509
Wayne Area Transportation Service,7,2011,11718
Wayne Area Transportation Service,8,2011,13384
Wayne Area Transportation Service,9,2011,19488
Wayne Area Transportation Service,10,2011,19169
Wayne Area Transportation Service,11,2011,12015
Wayne Area Transportation Service,12,2011,11418
Wayne Area Transportation Service,1,2012,11777
Wayne Area Transportation Service,2,2012,12146
Wayne Area Transportation Service,3,2012,12917
Wayne Area Transportation Service,4,2012,12062
Wayne Area Transportation Service,5,2012,12946
Wayne Area Transportation Service,6,2012,11402
Wayne Area Transportation Service,7,2012,13329
Wayne Area Transportation Service,8,2012,15417
Wayne Area Transportation Service,9,2012,17674
Wayne Area Transportation Service,10,2012,17242
Wayne Area Transportation Service,11,2012,11171
Wayne Area Transportation Service,12,2012,10393
Wayne Area Transportation Service,1,2013,12030
Wayne Area Transportation Service,2,2013,11790
Wayne Area Transportation Service,3,2013,16713
Wyoming Transportation Service,4,2006,6785
Wyoming Transportation Service,5,2006,8024
Wyoming Transportation Service,6,2006,7944
Wyoming Transportation Service,7,2006,8558
Wyoming Transportation Service,8,2006,8892
Wyoming Transportation Service,9,2006,7028
Wyoming Transportation Service,10,2006,23198
Wyoming Transportation Service,11,2006,7221
Wyoming Transportation Service,12,2006,6517
Wyoming Transportation Service,1,2007,7155
Wyoming Transportation Service,2,2007,6728
Wyoming Transportation Service,3,2007,8600
Wyoming Transportation Service,4,2007,7465
Wyoming Transportation Service,5,2007,8265
Wyoming Transportation Service,6,2007,7688
Wyoming Transportation Service,7,2007,9701
Wyoming Transportation Service,8,2007,9225
Wyoming Transportation Service,9,2007,6227
Wyoming Transportation Service,10,2007,16041
Wyoming Transportation Service,11,2007,7230
Wyoming Transportation Service,12,2007,7029
Wyoming Transportation Service,1,2008,7847
Wyoming Transportation Service,2,2008,8414
Wyoming Transportation Service,3,2008,8574
Wyoming Transportation Service,4,2008,8640
Wyoming Transportation Service,5,2008,8351
Wyoming Transportation Service,6,2008,8716
Wyoming Transportation Service,7,2008,12945
Wyoming Transportation Service,8,2008,10461
Wyoming Transportation Service,9,2008,8143
Wyoming Transportation Service,10,2008,17505
Wyoming Transportation Service,11,2008,5404
Wyoming Transportation Service,12,2008,6206
Wyoming Transportation Service,1,2009,6465
Wyoming Transportation Service,2,2009,6253
Wyoming Transportation Service,3,2009,6996
Wyoming Transportation Service,4,2009,6839
Wyoming Transportation Service,5,2009,6518
Wyoming Transportation Service,6,2009,6608
Wyoming Transportation Service,7,2009,8808
Wyoming Transportation Service,8,2009,7262
Wyoming Transportation Service,9,2009,6308
Wyoming Transportation Service,10,2009,10565
Wyoming Transportation Service,11,2009,5962
Wyoming Transportation Service,12,2009,6461
Wyoming Transportation Service,1,2010,6375
Wyoming Transportation Service,2,2010,6586
Wyoming Transportation Service,3,2010,8051
Wyoming Transportation Service,4,2010,7333
Wyoming Transportation Service,5,2010,6965
Wyoming Transportation Service,6,2010,7004
Wyoming Transportation Service,7,2010,8545
Wyoming Transportation Service,8,2010,7226
Wyoming Transportation Service,9,2010,6582
Wyoming Transportation Service,10,2010,14361
Wyoming Transportation Service,11,2010,6645
Wyoming Transportation Service,12,2010,6893
Wyoming Transportation Service,1,2011,7133
Wyoming Transportation Service,2,2011,7115
Wyoming Transportation Service,3,2011,7449
Wyoming Transportation Service,4,2011,6996
Wyoming Transportation Service,5,2011,7150
Wyoming Transportation Service,6,2011,8486
Wyoming Transportation Service,7,2011,7747
Wyoming Transportation Service,8,2011,7840
Wyoming Transportation Service,9,2011,6967
Wyoming Transportation Service,10,2011,12722
Wyoming Transportation Service,11,2011,6683
Wyoming Transportation Service,12,2011,6666
Wyoming Transportation Service,1,2012,6770
Wyoming Transportation Service,2,2012,7099
Wyoming Transportation Service,3,2012,7230
Wyoming Transportation Service,4,201
